"Input invariants"	"Petal permutation"	"Actual invariants"
"{ 2.0000e+01,  1.2000e+01, -2.0000e+00,  2.1190e+03}"	"{-16.1369, -14.9592, -17.3466, -20.1346, -23.8256, -22.7792, -23.5904, -20.6905, -14.9123, -20.9048, -18.3412, -21.3037, -22.6279, -20.5357, -22.5793, -29.7182, -11.4464, -17.1295, -23.8502,  -7.1096, -13.2886, -11.2344, -17.0415, -10.3343, -11.1839}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 17.,  12.,   2., 631.}"	"{-4.8070, -4.4583, -5.1690, -5.9971, -7.0940, -6.7874, -7.0317, -6.1664, -4.4423, -6.2248, -5.4660, -6.3503, -6.7468, -6.1201, -6.7292, -8.8554, -3.4113, -5.1019, -7.1070, -2.1162, -3.9588, -3.3466, -5.0781, -3.0810, -3.3303}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 11.,   8.,   2., 127.}"	"{-0.9648, -0.8963, -1.0389, -1.2033, -1.4212, -1.3641, -1.4155, -1.2403, -0.8919, -1.2478, -1.0990, -1.2785, -1.3594, -1.2307, -1.3529, -1.7791, -0.6864, -1.0236, -1.4281, -0.4237, -0.7950, -0.6718, -1.0206, -0.6203, -0.6673}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{20., 14., -2., 87.}"	"{-0.6816, -0.6369, -0.7380, -0.8528, -1.0001, -0.9677, -1.0068, -0.8841, -0.6310, -0.8791, -0.7816, -0.9110, -0.9681, -0.8741, -0.9579, -1.2605, -0.4865, -0.7232, -1.0143, -0.2980, -0.5615, -0.4755, -0.7239, -0.4422, -0.4727}"	"{17, 10, 0, 713, {{-7, -1}, {-6, 5}, {-5, -15}, {-4, 33}, {-3, -57}, {-2, 84}, {-1, -106}, {0, 116}, {1, -111}, {2, 92}, {3, -64}, {4, 36}, {5, -12}, {6, -2}, {7, 7}, {8, -6}, {9, 3}, {10, -1}}, {{-5, 1}, {-4, -1}, {-3, -20}, {-2, 83}, {-1, -159}, {0, 193}, {1, -159}, {2, 83}, {3, -20}, {4, -1}, {5, 1}}}"
"{15.,  6.,  2., 27.}"	"{-0.2100, -0.2006, -0.2303, -0.2627, -0.3056, -0.3029, -0.3171, -0.2772, -0.1961, -0.2696, -0.2431, -0.2879, -0.3077, -0.2740, -0.3006, -0.3928, -0.1532, -0.2226, -0.3177, -0.0906, -0.1752, -0.1479, -0.2274, -0.1395, -0.1461}"	"{14, 10, -2, 303, {{-8, -1}, {-7, 4}, {-6, -9}, {-5, 17}, {-4, -26}, {-3, 35}, {-2, -42}, {-1, 43}, {0, -40}, {1, 34}, {2, -24}, {3, 16}, {4, -8}, {5, 3}, {6, -1}}, {{-5, 1}, {-4, -7}, {-3, 21}, {-2, -39}, {-1, 54}, {0, -59}, {1, 54}, {2, -39}, {3, 21}, {4, -7}, {5, 1}}}"
"{ 2.3000e+01,  1.6000e+01, -4.0000e+00,  4.7930e+03}"	"{-36.4979, -33.8299, -39.2300, -45.5381, -53.8932, -51.5161, -53.3459, -46.7894, -33.7266, -47.2842, -41.4787, -48.1738, -51.1667, -46.4405, -51.0652, -67.2103, -25.8850, -38.7438, -53.9369, -16.0825, -30.0556, -25.4079, -38.5396, -23.3685, -25.2959}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  20.,   14.,    0., 1185.}"	"{ -9.0273,  -8.3707,  -9.7060, -11.2641, -13.3259, -12.7452, -13.2014, -11.5783,  -8.3426, -11.6925, -10.2636, -11.9220, -12.6645, -11.4909, -12.6340, -16.6278,  -6.4044,  -9.5823, -13.3454,  -3.9762,  -7.4337,  -6.2854,  -9.5354,  -5.7838,  -6.2561}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  20.,   16.,    0., 6529.}"	"{-49.7040, -46.0680, -53.4216, -62.0115, -73.3959, -70.1519, -72.6421, -63.7134, -45.9288, -64.3942, -56.4827, -65.5976, -69.6739, -63.2404, -69.5423, -91.5260, -35.2495, -52.7624, -73.4473, -21.9024, -40.9325, -34.5991, -52.4807, -31.8205, -34.4474}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  23.,   18.,   -4., 3417.}"	"{-26.0261, -24.1256, -27.9759, -32.4737, -38.4287, -36.7371, -38.0438, -33.3682, -24.0505, -33.7169, -29.5804, -34.3557, -36.4906, -33.1185, -36.4156, -47.9291, -18.4593, -27.6273, -38.4645, -11.4678, -21.4320, -18.1188, -27.4837, -16.6658, -18.0386}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 18.,  12.,  -2., 463.}"	"{-3.5328, -3.2775, -3.8005, -4.4094, -5.2122, -4.9900, -5.1712, -4.5354, -3.2655, -4.5745, -4.0195, -4.6705, -4.9619, -4.5001, -4.9459, -6.5100, -2.5082, -3.7496, -5.2259, -1.5553, -2.9085, -2.4604, -3.7338, -2.2662, -2.4482}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 19.,   6.,   2., 743.}"	"{ -5.6438,  -5.2336,  -6.0702,  -7.0426,  -8.3305,  -7.9701,  -8.2560,  -7.2401,  -5.2166,  -7.3098,  -6.4171,  -7.4559,  -7.9216,  -7.1856,  -7.9001, -10.3961,  -4.0054,  -5.9917,  -8.3448,  -2.4851,  -4.6481,  -3.9302,  -5.9625,  -3.6169,  -3.9106}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 10.,   8.,  -2., 135.}"	"{-1.0337, -0.9598, -1.1129, -1.2900, -1.5231, -1.4611, -1.5164, -1.3293, -0.9555, -1.3378, -1.1777, -1.3697, -1.4552, -1.3186, -1.4484, -1.9066, -0.7354, -1.0967, -1.5301, -0.4548, -0.8510, -0.7197, -1.0934, -0.6644, -0.7157}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  21.,   12.,    0., 1277.}"	"{ -9.7262,  -9.0184, -10.4576, -12.1366, -14.3582, -13.7324, -14.2228, -12.4740,  -8.9888, -12.5984, -11.0572, -12.8447, -13.6444, -12.3801, -13.6113, -17.9142,  -6.9003, -10.3246, -14.3783,  -4.2840,  -8.0093,  -6.7723, -10.2735,  -6.2312,  -6.7406}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 12.,   8.,  -4., 573.}"	"{-4.3670, -4.0493, -4.6957, -5.4499, -6.4456, -6.1663, -6.3883, -5.6026, -4.0360, -5.6569, -4.9657, -5.7695, -6.1277, -5.5598, -6.1111, -8.0441, -3.0994, -4.6352, -6.4565, -1.9238, -3.5955, -3.0408, -4.6135, -2.7985, -3.0266}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{18.,  8.,  0., 25.}"	"{-0.2059, -0.2004, -0.2277, -0.2593, -0.2992, -0.3002, -0.3150, -0.2757, -0.1940, -0.2647, -0.2406, -0.2873, -0.3065, -0.2722, -0.2971, -0.3884, -0.1522, -0.2178, -0.3157, -0.0886, -0.1728, -0.1468, -0.2265, -0.1391, -0.1459}"	"{14, 10, -2, 303, {{-8, -1}, {-7, 4}, {-6, -9}, {-5, 17}, {-4, -26}, {-3, 35}, {-2, -42}, {-1, 43}, {0, -40}, {1, 34}, {2, -24}, {3, 16}, {4, -8}, {5, 3}, {6, -1}}, {{-5, 1}, {-4, -7}, {-3, 21}, {-2, -39}, {-1, 54}, {0, -59}, {1, 54}, {2, -39}, {3, 21}, {4, -7}, {5, 1}}}"
"{10.,  6.,  0., 93.}"	"{-0.7082, -0.6579, -0.7629, -0.8834, -1.0428, -1.0016, -1.0401, -0.9112, -0.6549, -0.9163, -0.8068, -0.9397, -0.9986, -0.9040, -0.9930, -1.3063, -0.5047, -0.7513, -1.0485, -0.3109, -0.5835, -0.4931, -0.7495, -0.4556, -0.4898}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 9., 10., -8.,  9.}"	"{-0.1271, -0.1261, -0.1393, -0.1587, -0.1824, -0.1864, -0.1964, -0.1711, -0.1200, -0.1628, -0.1493, -0.1816, -0.1900, -0.1695, -0.1844, -0.2401, -0.0951, -0.1320, -0.1950, -0.0548, -0.1071, -0.0905, -0.1426, -0.0870, -0.0916}"	"{18, 14, -2, 635, {{-9, 1}, {-8, -3}, {-7, 8}, {-6, -18}, {-5, 35}, {-4, -57}, {-3, 79}, {-2, -96}, {-1, 102}, {0, -95}, {1, 77}, {2, -52}, {3, 27}, {4, -7}, {5, -4}, {6, 8}, {7, -6}, {8, 3}, {9, -1}}, {{-7, 1}, {-6, -5}, {-5, 11}, {-4, -21}, {-3, 43}, {-2, -76}, {-1, 104}, {0, -113}, {1, 104}, {2, -76}, {3, 43}, {4, -21}, {5, 11}, {6, -5}, {7, 1}}}"
"{14.,  8.,  4., 97.}"	"{-0.7335, -0.6834, -0.7922, -0.9157, -1.0795, -1.0393, -1.0798, -0.9460, -0.6788, -0.9479, -0.8380, -0.9752, -1.0388, -0.9379, -1.0313, -1.3547, -0.5229, -0.7789, -1.0884, -0.3217, -0.6052, -0.5115, -0.7776, -0.4734, -0.5073}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 2.6000e+01,  1.8000e+01, -6.0000e+00,  2.5271e+04}"	"{-192.3568, -178.2737, -206.7355, -239.9866, -284.0607, -271.4810, -281.1052, -246.5557, -177.7458, -249.2193, -218.5753, -253.8437, -269.6105, -244.7284, -269.1176, -354.1949, -136.4105, -204.1960, -284.2296,  -84.7686, -158.4113, -133.8981, -203.0938, -123.1335, -133.3165}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{2.6000e+01, 2.4000e+01, 1.0000e+01, 2.8912e+05}"	"{-2200.4255, -2039.2603, -2364.8484, -2745.2214, -3249.5215, -3105.4714, -3215.5100, -2820.2961, -2033.2662, -2850.9255, -2500.2537, -2903.6438, -3083.9983, -2799.4309, -3078.4839, -4051.6567, -1560.4014, -2335.8684, -3251.2708,  -969.7115, -1812.1404, -1531.6641, -2323.1765, -1408.4805, -1525.0273}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 16.,  10.,   4., 621.}"	"{-4.7250, -4.3819, -5.0810, -5.8945, -6.9734, -6.6718, -6.9115, -6.0606, -4.3665, -6.1186, -5.3724, -6.2414, -6.6318, -6.0154, -6.6149, -8.7039, -3.3530, -5.0155, -6.9853, -2.0804, -3.8916, -3.2894, -4.9910, -3.0281, -3.2729}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 14.,  12.,  -4., 217.}"	"{-1.6669, -1.5478, -1.7940, -2.0812, -2.4572, -2.3557, -2.4434, -2.1429, -1.5408, -2.1577, -1.8987, -2.2073, -2.3445, -2.1253, -2.3342, -3.0735, -1.1847, -1.7682, -2.4678, -0.7333, -1.3717, -1.1612, -1.7633, -1.0711, -1.1553}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  19.,   12.,    0., 3017.}"	"{-22.9697, -21.2914, -24.6899, -28.6586, -33.9161, -32.4220, -33.5747, -29.4476, -21.2258, -29.7573, -26.1049, -30.3193, -32.2041, -29.2281, -32.1393, -42.2992, -16.2915, -24.3830, -33.9454, -10.1210, -18.9161, -15.9902, -24.2549, -14.7077, -15.9190}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{  22.,   12.,   -8., 1865.}"	"{-14.2111, -13.1749, -15.2781, -17.7348, -20.9814, -20.0629, -20.7782, -18.2249, -13.1337, -18.4106, -16.1546, -18.7653, -19.9300, -18.0869, -19.8837, -26.1728, -10.0812, -15.0854, -21.0070,  -6.2613, -11.7012,  -9.8953, -15.0100,  -9.1025,  -9.8510}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 9., 10.,  6., 47.}"	"{-0.3584, -0.3355, -0.3870, -0.4459, -0.5258, -0.5080, -0.5298, -0.4634, -0.3312, -0.4617, -0.4109, -0.4779, -0.5104, -0.4593, -0.5069, -0.6636, -0.2564, -0.3800, -0.5320, -0.1567, -0.2970, -0.2490, -0.3804, -0.2322, -0.2464}"	"{17, 10, 0, 713, {{-7, -1}, {-6, 5}, {-5, -15}, {-4, 33}, {-3, -57}, {-2, 84}, {-1, -106}, {0, 116}, {1, -111}, {2, 92}, {3, -64}, {4, 36}, {5, -12}, {6, -2}, {7, 7}, {8, -6}, {9, 3}, {10, -1}}, {{-5, 1}, {-4, -1}, {-3, -20}, {-2, 83}, {-1, -159}, {0, 193}, {1, -159}, {2, 83}, {3, -20}, {4, -1}, {5, 1}}}"
"{  23.,   20.,   -6., 3895.}"	"{-29.6730, -27.5056, -31.8947, -37.0238, -43.8142, -41.8838, -43.3730, -38.0427, -27.4201, -38.4421, -33.7243, -39.1682, -41.6012, -37.7583, -41.5169, -54.6446, -21.0456, -31.4980, -43.8532, -13.0751, -24.4351, -20.6573, -31.3342, -19.0004, -20.5665}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 2.1000e+01,  1.4000e+01, -4.0000e+00,  4.6770e+03}"	"{-35.6088, -33.0051, -38.2739, -44.4286, -52.5810, -50.2603, -52.0456, -45.6488, -32.9050, -46.1332, -40.4674, -46.9992, -49.9192, -45.3087, -49.8212, -65.5725, -25.2546, -37.8001, -52.6220, -15.6912, -29.3238, -24.7887, -37.6000, -22.7986, -24.6796}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{18., 14.,  8., 65.}"	"{-0.4974, -0.4670, -0.5389, -0.6199, -0.7290, -0.7067, -0.7367, -0.6454, -0.4599, -0.6396, -0.5718, -0.6650, -0.7112, -0.6388, -0.7044, -0.9224, -0.3554, -0.5280, -0.7412, -0.2170, -0.4118, -0.3464, -0.5291, -0.3237, -0.3429}"	"{17, 10, 0, 713, {{-7, -1}, {-6, 5}, {-5, -15}, {-4, 33}, {-3, -57}, {-2, 84}, {-1, -106}, {0, 116}, {1, -111}, {2, 92}, {3, -64}, {4, 36}, {5, -12}, {6, -2}, {7, 7}, {8, -6}, {9, 3}, {10, -1}}, {{-5, 1}, {-4, -1}, {-3, -20}, {-2, 83}, {-1, -159}, {0, 193}, {1, -159}, {2, 83}, {3, -20}, {4, -1}, {5, 1}}}"
"{0., 0., 0., 1.}"	"{-0.0131, -0.0128, -0.0139, -0.0153, -0.0181, -0.0193, -0.0227, -0.0184, -0.0134, -0.0179, -0.0152, -0.0203, -0.0212, -0.0181, -0.0206, -0.0244, -0.0118, -0.0137, -0.0193, -0.0060, -0.0132, -0.0091, -0.0145, -0.0088, -0.0086}"	"{15, 12, 0, 741, {{-5, -1}, {-4, 5}, {-3, -13}, {-2, 27}, {-1, -47}, {0, 69}, {1, -89}, {2, 103}, {3, -104}, {4, 95}, {5, -77}, {6, 55}, {7, -33}, {8, 16}, {9, -6}, {10, 1}}, {{-6, 1}, {-5, -7}, {-4, 24}, {-3, -54}, {-2, 92}, {-1, -124}, {0, 137}, {1, -124}, {2, 92}, {3, -54}, {4, 24}, {5, -7}, {6, 1}}}"
"{1.7000e+01, 1.0000e+01, 2.0000e+00, 2.5990e+03}"	"{-19.7797, -18.3342, -21.2609, -24.6773, -29.2055, -27.9189, -28.9116, -25.3570, -18.2778, -25.6240, -22.4788, -26.1083, -27.7319, -25.1687, -27.6765, -36.4243, -14.0290, -20.9967, -29.2302,  -8.7148, -16.2895, -13.7690, -20.8860, -12.6648, -13.7072}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 17.,  22., -14.,  39.}"	"{-0.3838, -0.3690, -0.4178, -0.4840, -0.5599, -0.5531, -0.5774, -0.5080, -0.3581, -0.4945, -0.4464, -0.5275, -0.5563, -0.5007, -0.5445, -0.7182, -0.2775, -0.4050, -0.5810, -0.1672, -0.3169, -0.2714, -0.4158, -0.2551, -0.2731}"	"{16, 8, 0, 1105, {{-7, -1}, {-6, 5}, {-5, -15}, {-4, 34}, {-3, -62}, {-2, 96}, {-1, -128}, {0, 151}, {1, -157}, {2, 146}, {3, -121}, {4, 88}, {5, -55}, {6, 29}, {7, -12}, {8, 4}, {9, -1}}, {{-4, 6}, {-3, -43}, {-2, 131}, {-1, -233}, {0, 279}, {1, -233}, {2, 131}, {3, -43}, {4, 6}}}"
"{ 16.,  10.,  -2., 595.}"	"{-4.5337, -4.2046, -4.8754, -5.6575, -6.6909, -6.4021, -6.6326, -5.8168, -4.1899, -5.8717, -5.1557, -5.9902, -6.3632, -5.7725, -6.3453, -8.3519, -3.2177, -4.8119, -6.7037, -1.9964, -3.7329, -3.1569, -4.7900, -2.9061, -3.1417}"	"{15, 10, -2, 55, {{-10, -1}, {-9, 4}, {-8, -8}, {-7, 14}, {-6, -20}, {-5, 22}, {-4, -21}, {-3, 15}, {-2, -6}, {-1, -3}, {0, 11}, {1, -13}, {2, 13}, {3, -9}, {4, 5}, {5, -2}}, {{-5, -1}, {-4, 3}, {-3, -1}, {-2, -7}, {-1, 16}, {0, -19}, {1, 16}, {2, -7}, {3, -1}, {4, 3}, {5, -1}}}"
"{ 8.,  6., -4., 29.}"	"{-0.2338, -0.2182, -0.2537, -0.2924, -0.3419, -0.3324, -0.3475, -0.3047, -0.2166, -0.3017, -0.2684, -0.3147, -0.3339, -0.3009, -0.3289, -0.4328, -0.1684, -0.2478, -0.3479, -0.1020, -0.1928, -0.1627, -0.2487, -0.1523, -0.1619}"	"{17, 10, 0, 713, {{-7, -1}, {-6, 5}, {-5, -15}, {-4, 33}, {-3, -57}, {-2, 84}, {-1, -106}, {0, 116}, {1, -111}, {2, 92}, {3, -64}, {4, 36}, {5, -12}, {6, -2}, {7, 7}, {8, -6}, {9, 3}, {10, -1}}, {{-5, 1}, {-4, -1}, {-3, -20}, {-2, 83}, {-1, -159}, {0, 193}, {1, -159}, {2, 83}, {3, -20}, {4, -1}, {5, 1}}}"
"{12.,  6.,  0., 25.}"	"{-0.1952, -0.1850, -0.2134, -0.2443, -0.2844, -0.2799, -0.2936, -0.2570, -0.1821, -0.2512, -0.2256, -0.2663, -0.2837, -0.2538, -0.2778, -0.3639, -0.1422, -0.2068, -0.2935, -0.0844, -0.1625, -0.1369, -0.2101, -0.1289, -0.1356}"	"{17, 12, 0, 37, {{-7, -1}, {-6, 4}, {-5, -9}, {-4, 17}, {-3, -27}, {-2, 36}, {-1, -38}, {0, 32}, {1, -18}, {3, 17}, {4, -29}, {5, 33}, {6, -29}, {7, 21}, {8, -11}, {9, 4}, {10, -1}}, {{-6, 1}, {-5, -4}, {-4, 4}, {-3, 1}, {-2, -1}, {-1, -6}, {0, 11}, {1, -6}, {2, -1}, {3, 1}, {4, 4}, {5, -4}, {6, 1}}}"
