"Input invariants"	"Petal permutation"	"Actual invariants"
"{  28.,   26.,  -16., 2745.}"	"{-1.3519, -1.0459, -1.4381, -1.1187, -0.9101, -0.7139, -1.2182, -1.7483, -0.2788, -0.2286, -0.5946, -1.2083, -0.6036, -0.0415, -0.7729, -0.4575, -0.0228, -0.4016, -0.8810, -0.3742, -1.1188, -0.0038, -0.7037, -0.0506, -0.2786}"	"{21, 12, -4, 33, {{-14, -1}, {-13, 3}, {-12, -4}, {-11, -1}, {-10, 12}, {-9, -21}, {-8, 18}, {-7, -1}, {-6, -24}, {-5, 44}, {-4, -50}, {-3, 42}, {-2, -20}, {-1, -9}, {0, 37}, {1, -49}, {2, 44}, {3, -26}, {4, 8}, {5, 1}, {6, -3}, {7, 1}}, {{-6, 1}, {-5, 1}, {-4, -3}, {-3, -5}, {-2, 12}, {-1, -4}, {0, -3}, {1, -4}, {2, 12}, {3, -5}, {4, -3}, {5, 1}, {6, 1}}}"
"{  21.,   22.,   14., 2091.}"	"{-1.0324, -0.7936, -1.0937, -0.8491, -0.6930, -0.5415, -0.9292, -1.3298, -0.2098, -0.1749, -0.4528, -0.9156, -0.4625, -0.0316, -0.5892, -0.3491, -0.0135, -0.3071, -0.6713, -0.2844, -0.8483, -0.0064, -0.5372, -0.0398, -0.2089}"	"{20, 12, -4, 73, {{-15, -1}, {-14, 5}, {-13, -15}, {-12, 26}, {-11, -25}, {-10, 2}, {-9, 38}, {-8, -78}, {-7, 98}, {-6, -89}, {-5, 54}, {-4, -2}, {-3, -50}, {-2, 88}, {-1, -96}, {0, 76}, {1, -41}, {2, 12}, {3, 1}, {4, -3}, {5, 1}}, {{-6, 1}, {-5, 1}, {-4, -5}, {-3, -5}, {-2, 22}, {-1, -14}, {0, 1}, {1, -14}, {2, 22}, {3, -5}, {4, -5}, {5, 1}, {6, 1}}}"
"{3., 2., 2., 3.}"	"{-3.9194e-03, -2.2158e-03, -2.1080e-03, -2.1217e-03, -2.3586e-03, -2.5439e-03, -4.4703e-03, -2.6758e-03, -1.4644e-03, -2.2276e-03, -9.5609e-04, -2.6392e-03, -1.9876e-03, -8.8720e-05, -1.0623e-03, -2.6216e-03, -4.7085e-05, -2.3253e-03, -6.7928e-04, -1.6499e-04, -3.8857e-03,  1.5937e-01, -5.8501e-04,  1.8512e-01,  3.4993e-01}"	"{16, 12, 0, 637, {{-9, -2}, {-8, 11}, {-7, -38}, {-6, 88}, {-5, -149}, {-4, 200}, {-3, -217}, {-2, 190}, {-1, -126}, {0, 43}, {1, 38}, {2, -94}, {3, 113}, {4, -95}, {5, 58}, {6, -24}, {7, 5}}, {{-6, 2}, {-5, -12}, {-4, 31}, {-3, -50}, {-2, 70}, {-1, -97}, {0, 113}, {1, -97}, {2, 70}, {3, -50}, {4, 31}, {5, -12}, {6, 2}}}"
"{ 12.,  10.,  -4., 197.}"	"{-0.0958, -0.0768, -0.1035, -0.0806, -0.0648, -0.0524, -0.0874, -0.1225, -0.0202, -0.0155, -0.0409, -0.0865, -0.0416, -0.0034, -0.0527, -0.0324, -0.0044, -0.0312, -0.0605, -0.0265, -0.0816,  0.2780, -0.0484, -0.0031, -0.0177}"	"{24, 14, -2, 631, {{-15, 1}, {-14, -2}, {-13, 1}, {-12, 2}, {-11, -4}, {-10, -3}, {-9, 16}, {-8, -20}, {-7, -4}, {-6, 53}, {-5, -98}, {-4, 107}, {-3, -64}, {-2, -16}, {-1, 110}, {0, -190}, {1, 233}, {2, -220}, {3, 155}, {4, -67}, {5, -2}, {6, 30}, {7, -26}, {8, 11}, {9, -2}}, {{-7, -2}, {-6, 6}, {-5, -4}, {-4, -6}, {-3, 35}, {-2, -89}, {-1, 129}, {0, -137}, {1, 129}, {2, -89}, {3, 35}, {4, -6}, {5, -4}, {6, 6}, {7, -2}}}"
"{  25.,   18.,    6., 3375.}"	"{-1.6667, -1.2825, -1.7672, -1.3726, -1.1186, -0.8758, -1.5002, -2.1511, -0.3402, -0.2822, -0.7321, -1.4831, -0.7474, -0.0509, -0.9533, -0.5657, -0.0226, -0.4921, -1.0866, -0.4600, -1.3706, -0.0108, -0.8700, -0.0642, -0.3417}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{  19.,   18.,   -4., 2341.}"	"{-1.1547, -0.8901, -1.2256, -0.9527, -0.7759, -0.6080, -1.0397, -1.4911, -0.2367, -0.1957, -0.5075, -1.0294, -0.5170, -0.0354, -0.6601, -0.3908, -0.0172, -0.3420, -0.7523, -0.3189, -0.9521, -0.0054, -0.6012, -0.0438, -0.2367}"	"{20, 12, -4, 73, {{-15, -1}, {-14, 5}, {-13, -15}, {-12, 26}, {-11, -25}, {-10, 2}, {-9, 38}, {-8, -78}, {-7, 98}, {-6, -89}, {-5, 54}, {-4, -2}, {-3, -50}, {-2, 88}, {-1, -96}, {0, 76}, {1, -41}, {2, 12}, {3, 1}, {4, -3}, {5, 1}}, {{-6, 1}, {-5, 1}, {-4, -5}, {-3, -5}, {-2, 22}, {-1, -14}, {0, 1}, {1, -14}, {2, 22}, {3, -5}, {4, -5}, {5, 1}, {6, 1}}}"
"{  19.,   16.,    4., 1033.}"	"{-0.5087, -0.3937, -0.5410, -0.4198, -0.3429, -0.2686, -0.4591, -0.6552, -0.1037, -0.0852, -0.2226, -0.4519, -0.2268, -0.0157, -0.2889, -0.1720, -0.0084, -0.1535, -0.3297, -0.1405, -0.4205, -0.0008, -0.2644, -0.0189, -0.1014}"	"{21, 12, -4, 33, {{-14, -1}, {-13, 3}, {-12, -4}, {-11, -1}, {-10, 12}, {-9, -21}, {-8, 18}, {-7, -1}, {-6, -24}, {-5, 44}, {-4, -50}, {-3, 42}, {-2, -20}, {-1, -9}, {0, 37}, {1, -49}, {2, 44}, {3, -26}, {4, 8}, {5, 1}, {6, -3}, {7, 1}}, {{-6, 1}, {-5, 1}, {-4, -3}, {-3, -5}, {-2, 12}, {-1, -4}, {0, -3}, {1, -4}, {2, 12}, {3, -5}, {4, -3}, {5, 1}, {6, 1}}}"
"{2.6000e+01, 1.8000e+01, 4.0000e+00, 2.3485e+04}"	"{-11.6099,  -8.9075, -12.2900,  -9.5562,  -7.7761,  -6.0852, -10.4381, -15.0017,  -2.3748,  -1.9821,  -5.1103, -10.3455,  -5.2213,  -0.3534,  -6.6637,  -3.9436,  -0.1435,  -3.3910,  -7.5931,  -3.2027,  -9.5302,  -0.1062,  -6.0691,  -0.4520,  -2.4163}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{21., 24., 14.,  7.}"	"{-1.5913e-02, -1.6025e-02, -1.4425e-02, -9.9314e-03, -1.0912e-02, -1.1891e-02, -1.5163e-02, -1.6556e-02, -7.7003e-03, -6.3129e-03, -3.7689e-03, -1.0067e-02, -8.7475e-03, -1.2142e-04, -5.9332e-03, -1.7652e-02,  2.1325e-01, -1.0309e-02, -7.2208e-03, -3.2299e-03, -2.0655e-02,  1.1365e+00,  8.3663e-02,  1.0241e+00,  1.0467e+00}"	"{5, 4, -4, 5, {{-7, -1}, {-6, 1}, {-5, -1}, {-4, 1}, {-2, 1}}, {{-2, 1}, {-1, -1}, {0, 1}, {1, -1}, {2, 1}}}"
"{ 16.,  10.,   4., 761.}"	"{-3.7511e-01, -2.9056e-01, -3.9889e-01, -3.0944e-01, -2.5295e-01, -1.9816e-01, -3.3865e-01, -4.8251e-01, -7.5906e-02, -6.2206e-02, -1.6388e-01, -3.3261e-01, -1.6749e-01, -1.1517e-02, -2.1272e-01, -1.2740e-01, -6.4054e-03, -1.1339e-01, -2.4292e-01, -1.0397e-01, -3.0969e-01, -7.3744e-05, -1.9540e-01, -1.4085e-02, -7.3826e-02}"	"{21, 12, -4, 33, {{-14, -1}, {-13, 3}, {-12, -4}, {-11, -1}, {-10, 12}, {-9, -21}, {-8, 18}, {-7, -1}, {-6, -24}, {-5, 44}, {-4, -50}, {-3, 42}, {-2, -20}, {-1, -9}, {0, 37}, {1, -49}, {2, 44}, {3, -26}, {4, 8}, {5, 1}, {6, -3}, {7, 1}}, {{-6, 1}, {-5, 1}, {-4, -3}, {-3, -5}, {-2, 12}, {-1, -4}, {0, -3}, {1, -4}, {2, 12}, {3, -5}, {4, -3}, {5, 1}, {6, 1}}}"
"{ 8.,  4., -2., 23.}"	"{-0.0113, -0.0115, -0.0124, -0.0093, -0.0075, -0.0075, -0.0124, -0.0132, -0.0032, -0.0022, -0.0047, -0.0110, -0.0048, -0.0011, -0.0042, -0.0048, -0.0015, -0.0062, -0.0060, -0.0022, -0.0115,  0.1946, -0.0047,  0.0376, -0.0002}"	"{0, 0, -Sign[Eigenvalues[{}]], 1, {{-1/2, 0}}, {{0, 1}}}"
"{ 15.,  10.,  -2., 283.}"	"{-0.1383, -0.1100, -0.1491, -0.1154, -0.0937, -0.0750, -0.1259, -0.1771, -0.0284, -0.0221, -0.0593, -0.1238, -0.0604, -0.0047, -0.0767, -0.0471, -0.0049, -0.0441, -0.0880, -0.0383, -0.1167,  0.2604, -0.0712, -0.0048, -0.0260}"	"{22, 16, -2, 387, {{-14, -1}, {-13, 3}, {-12, -4}, {-11, -3}, {-10, 21}, {-9, -42}, {-8, 46}, {-7, -16}, {-6, -47}, {-5, 119}, {-4, -169}, {-3, 180}, {-2, -147}, {-1, 83}, {0, -5}, {1, -58}, {2, 86}, {3, -73}, {4, 37}, {5, -6}, {6, -8}, {7, 7}, {8, -2}}, {{-8, 1}, {-7, -4}, {-6, 7}, {-5, 1}, {-4, -16}, {-3, 19}, {-2, -32}, {-1, 81}, {0, -113}, {1, 81}, {2, -32}, {3, 19}, {4, -16}, {5, 1}, {6, 7}, {7, -4}, {8, 1}}}"
"{5., 4., 4., 5.}"	"{-0.0052, -0.0034, -0.0031, -0.0029, -0.0036, -0.0031, -0.0058, -0.0046, -0.0019, -0.0025, -0.0013, -0.0034, -0.0025,  0.0052, -0.0015, -0.0034,  0.0423, -0.0034, -0.0012, -0.0005, -0.0053,  0.1937, -0.0010,  0.2137,  0.4151}"	"{19, 12, 0, 9, {{-12, -1}, {-11, 5}, {-10, -14}, {-9, 20}, {-8, -6}, {-7, -41}, {-6, 113}, {-5, -178}, {-4, 206}, {-3, -180}, {-2, 106}, {-1, -5}, {0, -97}, {1, 170}, {2, -190}, {3, 159}, {4, -99}, {5, 44}, {6, -13}, {7, 2}}, {{-6, 1}, {-5, -6}, {-4, 15}, {-3, -17}, {-2, 2}, {-1, 21}, {0, -31}, {1, 21}, {2, 2}, {3, -17}, {4, 15}, {5, -6}, {6, 1}}}"
"{0., 0., 0., 1.}"	"{-2.5686e-03, -7.9331e-04, -1.0588e-03, -9.2446e-04, -1.0072e-03, -1.5163e-03, -3.0640e-03, -1.0741e-03, -6.3488e-04, -1.6913e-03, -6.9124e-04, -1.7854e-03, -1.9403e-03, -1.5704e-04, -7.4498e-04, -1.4153e-03, -3.5181e-04, -1.4470e-03, -2.5237e-04, -5.8833e-05, -2.5593e-03,  1.1041e-01, -2.7526e-04,  8.1892e-02,  2.5803e-01}"	"{14, 6, 0, 93, {{-7, -1}, {-6, 3}, {-5, -7}, {-4, 12}, {-3, -17}, {-2, 21}, {-1, -19}, {0, 16}, {1, -10}, {2, 3}, {3, 2}, {4, -5}, {5, 5}, {6, -3}, {7, 1}}, {{-3, -1}, {-2, 8}, {-1, -22}, {0, 31}, {1, -22}, {2, 8}, {3, -1}}}"
"{ 19.,  20.,  14., 183.}"	"{-0.0900, -0.0716, -0.0964, -0.0739, -0.0626, -0.0476, -0.0827, -0.1138, -0.0176, -0.0151, -0.0387, -0.0758, -0.0377, -0.0036, -0.0475, -0.0290, -0.0009, -0.0320, -0.0543, -0.0242, -0.0766,  0.2199, -0.0451, -0.0032, -0.0131}"	"{22, 14, -4, 353, {{-14, 1}, {-13, -2}, {-12, 1}, {-11, -2}, {-10, 14}, {-9, -45}, {-8, 81}, {-7, -89}, {-6, 43}, {-5, 50}, {-4, -150}, {-3, 214}, {-2, -215}, {-1, 151}, {0, -37}, {1, -92}, {2, 193}, {3, -227}, {4, 192}, {5, -119}, {6, 52}, {7, -15}, {8, 2}}, {{-7, -2}, {-6, 16}, {-5, -46}, {-4, 66}, {-3, -46}, {-2, 8}, {-1, 6}, {0, -3}, {1, 6}, {2, 8}, {3, -46}, {4, 66}, {5, -46}, {6, 16}, {7, -2}}}"
"{10.,  4., -2., 15.}"	"{-0.0085, -0.0095, -0.0092, -0.0076, -0.0063, -0.0051, -0.0100, -0.0100, -0.0021, -0.0020, -0.0039, -0.0082, -0.0034, -0.0010, -0.0026, -0.0045, -0.0013, -0.0053, -0.0040, -0.0017, -0.0089,  0.2263, -0.0027,  0.1413,  0.0498}"	"{10, 6, 0, 9, {{-8, -1}, {-7, 1}, {-6, -1}, {-5, 1}, {-4, 1}, {-3, -1}, {-2, 2}, {-1, -3}, {0, 3}, {1, -2}, {2, 1}}, {{-3, 1}, {-2, -1}, {-1, -3}, {0, 7}, {1, -3}, {2, -1}, {3, 1}}}"
"{ 20.,  16.,   8., 257.}"	"{-0.1255, -0.0999, -0.1351, -0.1039, -0.0859, -0.0673, -0.1148, -0.1596, -0.0250, -0.0197, -0.0535, -0.1094, -0.0544, -0.0043, -0.0685, -0.0424, -0.0035, -0.0419, -0.0787, -0.0347, -0.1056,  0.2557, -0.0643, -0.0046, -0.0211}"	"{21, 12, -4, 33, {{-14, -1}, {-13, 3}, {-12, -4}, {-11, -1}, {-10, 12}, {-9, -21}, {-8, 18}, {-7, -1}, {-6, -24}, {-5, 44}, {-4, -50}, {-3, 42}, {-2, -20}, {-1, -9}, {0, 37}, {1, -49}, {2, 44}, {3, -26}, {4, 8}, {5, 1}, {6, -3}, {7, 1}}, {{-6, 1}, {-5, 1}, {-4, -3}, {-3, -5}, {-2, 12}, {-1, -4}, {0, -3}, {1, -4}, {2, 12}, {3, -5}, {4, -3}, {5, 1}, {6, 1}}}"
"{26., 18., 12., 69.}"	"{-3.3941e-02, -3.1973e-02, -3.9102e-02, -2.6656e-02, -2.5844e-02, -1.8474e-02, -3.4578e-02, -4.3028e-02, -7.8836e-03, -5.9885e-03, -1.4402e-02, -2.8377e-02, -1.1856e-02, -2.3409e-03, -1.6087e-02, -1.2945e-02, -3.1750e-04, -1.7374e-02, -1.8799e-02, -8.9482e-03, -3.3377e-02,  3.6131e-01, -1.6983e-02,  1.1833e-01, -2.3734e-03}"	"{19, 8, 2, 1803, {{-9, -1}, {-8, 6}, {-7, -15}, {-6, 16}, {-5, 12}, {-4, -85}, {-3, 194}, {-2, -304}, {-1, 380}, {0, -394}, {1, 343}, {2, -241}, {3, 115}, {4, -3}, {5, -64}, {6, 78}, {7, -55}, {8, 25}, {9, -7}, {10, 1}}, {{-4, -11}, {-3, 71}, {-2, -211}, {-1, 380}, {0, -457}, {1, 380}, {2, -211}, {3, 71}, {4, -11}}}"
"{26., 18.,  6., 51.}"	"{-0.0255, -0.0271, -0.0302, -0.0203, -0.0194, -0.0143, -0.0282, -0.0329, -0.0073, -0.0049, -0.0106, -0.0229, -0.0080, -0.0027, -0.0111, -0.0118, -0.0014, -0.0149, -0.0138, -0.0060, -0.0275,  0.3598, -0.0121,  0.1605, -0.0016}"	"{12, 8, -2, 103, {{-12, -2}, {-11, 5}, {-10, -11}, {-9, 16}, {-8, -18}, {-7, 19}, {-6, -16}, {-5, 12}, {-4, -6}, {-3, 2}, {-2, 1}, {-1, -2}, {0, 1}}, {{-4, -1}, {-3, 6}, {-2, -12}, {-1, 20}, {0, -25}, {1, 20}, {2, -12}, {3, 6}, {4, -1}}}"
"{ 16.,  12.,   0., 221.}"	"{-0.1077, -0.0862, -0.1164, -0.0899, -0.0732, -0.0585, -0.0985, -0.1374, -0.0219, -0.0169, -0.0460, -0.0959, -0.0467, -0.0038, -0.0590, -0.0367, -0.0041, -0.0354, -0.0680, -0.0298, -0.0913,  0.2947, -0.0550, -0.0038, -0.0191}"	"{24, 14, -2, 631, {{-15, 1}, {-14, -2}, {-13, 1}, {-12, 2}, {-11, -4}, {-10, -3}, {-9, 16}, {-8, -20}, {-7, -4}, {-6, 53}, {-5, -98}, {-4, 107}, {-3, -64}, {-2, -16}, {-1, 110}, {0, -190}, {1, 233}, {2, -220}, {3, 155}, {4, -67}, {5, -2}, {6, 30}, {7, -26}, {8, 11}, {9, -2}}, {{-7, -2}, {-6, 6}, {-5, -4}, {-4, -6}, {-3, 35}, {-2, -89}, {-1, 129}, {0, -137}, {1, 129}, {2, -89}, {3, 35}, {4, -6}, {5, -4}, {6, 6}, {7, -2}}}"
"{ 17.,  12.,   6., 411.}"	"{-0.2021, -0.1576, -0.2155, -0.1668, -0.1369, -0.1074, -0.1831, -0.2584, -0.0402, -0.0327, -0.0874, -0.1779, -0.0895, -0.0064, -0.1130, -0.0684, -0.0042, -0.0632, -0.1293, -0.0560, -0.1675,  0.1502, -0.1046, -0.0074, -0.0375}"	"{21, 12, -4, 33, {{-14, -1}, {-13, 3}, {-12, -4}, {-11, -1}, {-10, 12}, {-9, -21}, {-8, 18}, {-7, -1}, {-6, -24}, {-5, 44}, {-4, -50}, {-3, 42}, {-2, -20}, {-1, -9}, {0, 37}, {1, -49}, {2, 44}, {3, -26}, {4, 8}, {5, 1}, {6, -3}, {7, 1}}, {{-6, 1}, {-5, 1}, {-4, -3}, {-3, -5}, {-2, 12}, {-1, -4}, {0, -3}, {1, -4}, {2, 12}, {3, -5}, {4, -3}, {5, 1}, {6, 1}}}"
"{ 11.,   8.,   2., 171.}"	"{-0.0835, -0.0664, -0.0895, -0.0695, -0.0568, -0.0452, -0.0761, -0.1057, -0.0166, -0.0132, -0.0354, -0.0737, -0.0366, -0.0028, -0.0456, -0.0282, -0.0031, -0.0274, -0.0526, -0.0231, -0.0701,  0.1895, -0.0425, -0.0028, -0.0142}"	"{24, 14, -2, 631, {{-15, 1}, {-14, -2}, {-13, 1}, {-12, 2}, {-11, -4}, {-10, -3}, {-9, 16}, {-8, -20}, {-7, -4}, {-6, 53}, {-5, -98}, {-4, 107}, {-3, -64}, {-2, -16}, {-1, 110}, {0, -190}, {1, 233}, {2, -220}, {3, 155}, {4, -67}, {5, -2}, {6, 30}, {7, -26}, {8, 11}, {9, -2}}, {{-7, -2}, {-6, 6}, {-5, -4}, {-4, -6}, {-3, 35}, {-2, -89}, {-1, 129}, {0, -137}, {1, 129}, {2, -89}, {3, 35}, {4, -6}, {5, -4}, {6, 6}, {7, -2}}}"
"{ 16.,  10.,  -8., 473.}"	"{-0.2312, -0.1828, -0.2482, -0.1937, -0.1566, -0.1245, -0.2093, -0.2981, -0.0480, -0.0375, -0.1004, -0.2079, -0.1019, -0.0073, -0.1302, -0.0787, -0.0071, -0.0713, -0.1494, -0.0644, -0.1941,  0.2864, -0.1197, -0.0082, -0.0461}"	"{21, 12, -4, 33, {{-14, -1}, {-13, 3}, {-12, -4}, {-11, -1}, {-10, 12}, {-9, -21}, {-8, 18}, {-7, -1}, {-6, -24}, {-5, 44}, {-4, -50}, {-3, 42}, {-2, -20}, {-1, -9}, {0, 37}, {1, -49}, {2, 44}, {3, -26}, {4, 8}, {5, 1}, {6, -3}, {7, 1}}, {{-6, 1}, {-5, 1}, {-4, -3}, {-3, -5}, {-2, 12}, {-1, -4}, {0, -3}, {1, -4}, {2, 12}, {3, -5}, {4, -3}, {5, 1}, {6, 1}}}"
"{  21.,   18.,  -12., 1421.}"	"{-0.6987, -0.5432, -0.7448, -0.5798, -0.4711, -0.3705, -0.6302, -0.9033, -0.1447, -0.1173, -0.3066, -0.6257, -0.3108, -0.0217, -0.3983, -0.2364, -0.0141, -0.2094, -0.4543, -0.1937, -0.5805,  0.0235, -0.3632, -0.0258, -0.1435}"	"{21, 12, -4, 33, {{-14, -1}, {-13, 3}, {-12, -4}, {-11, -1}, {-10, 12}, {-9, -21}, {-8, 18}, {-7, -1}, {-6, -24}, {-5, 44}, {-4, -50}, {-3, 42}, {-2, -20}, {-1, -9}, {0, 37}, {1, -49}, {2, 44}, {3, -26}, {4, 8}, {5, 1}, {6, -3}, {7, 1}}, {{-6, 1}, {-5, 1}, {-4, -3}, {-3, -5}, {-2, 12}, {-1, -4}, {0, -3}, {1, -4}, {2, 12}, {3, -5}, {4, -3}, {5, 1}, {6, 1}}}"
"{ 12.,   4.,   0., 113.}"	"{-0.0551, -0.0448, -0.0596, -0.0460, -0.0378, -0.0305, -0.0507, -0.0693, -0.0110, -0.0079, -0.0233, -0.0488, -0.0244, -0.0021, -0.0294, -0.0194, -0.0027, -0.0186, -0.0344, -0.0157, -0.0468,  0.2627, -0.0285, -0.0016, -0.0085}"	"{23, 16, -2, 1251, {{-16, 1}, {-15, -2}, {-14, 1}, {-13, 3}, {-12, -9}, {-11, 5}, {-10, 17}, {-9, -51}, {-8, 70}, {-7, -45}, {-6, -33}, {-5, 145}, {-4, -252}, {-3, 322}, {-2, -331}, {-1, 277}, {0, -174}, {1, 60}, {2, 26}, {3, -60}, {4, 51}, {5, -27}, {6, 8}, {7, -1}}, {{-8, 1}, {-7, -3}, {-6, 2}, {-5, 6}, {-4, -24}, {-3, 74}, {-2, -161}, {-1, 236}, {0, -261}, {1, 236}, {2, -161}, {3, 74}, {4, -24}, {5, 6}, {6, 2}, {7, -3}, {8, 1}}}"
"{ 2.3000e+01,  1.4000e+01, -2.0000e+00,  1.6615e+04}"	"{ -8.2126,  -6.3029,  -8.6952,  -6.7610,  -5.5014,  -4.3059,  -7.3844, -10.6122,  -1.6804,  -1.4013,  -3.6150,  -7.3192,  -3.6930,  -0.2501,  -4.7132,  -2.7898,  -0.1027,  -2.3997,  -5.3710,  -2.2658,  -6.7432,  -0.0733,  -4.2930,  -0.3194,  -1.7086}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{6., 2., 0., 9.}"	"{-0.0056, -0.0055, -0.0049, -0.0042, -0.0043, -0.0034, -0.0065, -0.0054, -0.0013, -0.0019, -0.0018, -0.0052, -0.0022, -0.0007, -0.0013, -0.0028, -0.0010, -0.0037, -0.0018, -0.0010, -0.0056,  0.1695, -0.0019,  0.1128,  0.1542}"	"{16, 10, -4, 877, {{-10, -1}, {-9, 5}, {-8, -11}, {-7, 13}, {-6, -5}, {-5, -18}, {-4, 55}, {-3, -97}, {-2, 133}, {-1, -152}, {0, 151}, {1, -128}, {2, 92}, {3, -54}, {4, 24}, {5, -7}, {6, 1}}, {{-5, -4}, {-4, 26}, {-3, -72}, {-2, 119}, {-1, -143}, {0, 149}, {1, -143}, {2, 119}, {3, -72}, {4, 26}, {5, -4}}}"
"{  17.,    8.,   -4., 1893.}"	"{-0.9341, -0.7208, -0.9919, -0.7707, -0.6278, -0.4925, -0.8413, -1.2059, -0.1909, -0.1571, -0.4103, -0.8328, -0.4188, -0.0286, -0.5338, -0.3175, -0.0143, -0.2763, -0.6089, -0.2586, -0.7696, -0.0039, -0.4879, -0.0356, -0.1911}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{  25.,   24.,   14., 6067.}"	"{-2.9980, -2.3018, -3.1746, -2.4671, -2.0094, -1.5718, -2.6965, -3.8700, -0.6117, -0.5103, -1.3181, -2.6672, -1.3466, -0.0913, -1.7175, -1.0171, -0.0374, -0.8809, -1.9573, -0.8266, -2.4617, -0.0245, -1.5650, -0.1165, -0.6183}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{ 20.,  14.,  -2., 155.}"	"{-0.0748, -0.0633, -0.0832, -0.0632, -0.0511, -0.0420, -0.0704, -0.0957, -0.0161, -0.0113, -0.0322, -0.0679, -0.0314, -0.0033, -0.0390, -0.0260, -0.0040, -0.0269, -0.0464, -0.0201, -0.0658,  0.3799, -0.0377, -0.0019, -0.0129}"	"{25, 14, -2, 1403, {{-15, 1}, {-14, -2}, {-13, 2}, {-12, -2}, {-11, 5}, {-10, -20}, {-9, 54}, {-8, -102}, {-7, 133}, {-6, -112}, {-5, 33}, {-4, 69}, {-3, -137}, {-2, 134}, {-1, -56}, {0, -69}, {1, 204}, {2, -302}, {3, 326}, {4, -266}, {5, 155}, {6, -50}, {7, -8}, {8, 19}, {9, -10}, {10, 2}}, {{-7, 5}, {-6, -29}, {-5, 78}, {-4, -133}, {-3, 167}, {-2, -155}, {-1, 101}, {0, -67}, {1, 101}, {2, -155}, {3, 167}, {4, -133}, {5, 78}, {6, -29}, {7, 5}}}"
"{9., 6., 0., 1.}"	"{-6.1191e-03, -5.6090e-03, -4.9331e-03, -4.1042e-03, -4.6365e-03, -4.2955e-03, -5.4980e-03, -5.0414e-03, -2.7502e-03, -3.2141e-03, -2.3001e-03, -4.0874e-03, -3.4016e-03, -2.6509e-04, -2.0469e-03, -6.7782e-03, -3.6595e-04, -3.2206e-03, -2.0379e-03, -1.0453e-03, -7.9090e-03,  5.3326e-01,  2.0907e-01,  5.8078e-01,  3.9030e-01}"	"{8, 6, 6, 15, {{3, 1}, {5, 2}, {6, -2}, {7, 2}, {8, -3}, {9, 2}, {10, -2}, {11, 1}}, {{-3, 1}, {-2, -2}, {-1, 3}, {0, -3}, {1, 3}, {2, -2}, {3, 1}}}"
