"Input invariants"	"Petal permutation"	"Actual invariants"
"{ 16.,  10.,   2., 403.}"	"{-35.7731, -53.1242, -54.4021, -61.1141, -76.5530, -66.2671, -75.2994,-78.3584, -52.1321, -66.6344, -60.5491, -70.4353, -63.7074, -61.1438,-70.7777, -75.9317, -50.7423, -57.8156, -72.4607, -46.2966, -60.2206,-47.3044, -57.6687, -39.7458, -49.4517}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 8.,  4., -2., 19.}"	"{-2.4781, -3.7020, -3.7857, -4.2406, -5.3145, -4.6072, -5.2545, -5.4639,-3.6338, -4.6329, -4.2116, -4.9150, -4.4404, -4.2629, -4.9334, -5.2842,-3.5466, -4.0130, -5.0480, -3.2144, -4.1975, -3.2987, -4.0173, -2.7698,-3.4576}"	"{17, 12, 0, 129, {{-8, 2}, {-7, -4}, {-6, 6}, {-5, -5}, {-4, -3}, {-3, 12}, {-2, -19}, {-1, 19}, {0, -10}, {1, -3}, {2, 19}, {3, -32}, {4, 39}, {5, -36}, {6, 26}, {7, -14}, {8, 5}, {9, -1}}, {{-6, -1}, {-5, 3}, {-4, -3}, {-3, -3}, {-2, 16}, {-1, -32}, {0, 41}, {1, -32}, {2, 16}, {3, -3}, {4, -3}, {5, 3}, {6, -1}}}"
"{13., 10., -6., 75.}"	"{ -7.5850, -11.2837, -11.5525, -12.9665, -16.2465, -14.0661, -16.0061,-16.6558, -11.0732, -14.1452, -12.8581, -14.9707, -13.5332, -12.9913,-15.0361, -16.1225, -10.7901, -12.2676, -15.3930,  -9.8250, -12.7922,-10.0518, -12.2496,  -8.4435, -10.5177}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{12.,  6.,  0., 69.}"	"{ -6.8312, -10.1657, -10.4080, -11.6794, -14.6323, -12.6728, -14.4172,-15.0004,  -9.9776, -12.7420, -11.5804, -13.4860, -12.1931, -11.7024,-13.5439, -14.5235,  -9.7210, -11.0496, -13.8659,  -8.8474, -11.5244, -9.0543, -11.0349,  -7.6055,  -9.4743}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 16.,  10.,   0., 133.}"	"{-12.6305, -18.7807, -19.2295, -21.5872, -27.0444, -23.4170, -26.6289,-27.7084, -18.4312, -23.5456, -21.3984, -24.9087, -22.5235, -21.6178,-25.0221, -26.8355, -17.9508, -20.4229, -25.6161, -16.3530, -21.2901,-16.7264, -20.3867, -14.0508, -17.4954}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 17.,   8.,  -2., 175.}"	"{-16.2337, -24.1261, -24.7055, -27.7418, -34.7526, -30.0882, -34.2055,-35.5932, -23.6764, -30.2550, -27.4937, -31.9959, -28.9347, -27.7703,-32.1437, -34.4782, -23.0550, -26.2448, -32.9096, -21.0150, -27.3496,-21.4859, -26.1908, -18.0506, -22.4695}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{  20.,   18.,    6., 2811.}"	"{-242.6603, -360.1479, -368.8285, -414.4698, -519.1539, -449.3304,-510.4159, -531.1775, -353.4102, -451.8399, -410.5533, -477.4420,-431.8859, -414.5039, -479.8310, -514.8396, -343.8967, -392.0998,-491.2509, -313.9958, -408.2568, -320.6730, -390.9600, -269.4612,-335.1483}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{13., 12.,  4., 61.}"	"{ -6.4536,  -9.6150,  -9.8393, -11.0338, -13.8274, -11.9780, -13.6372,-14.1872,  -9.4378, -12.0426, -10.9474, -12.7553, -11.5307, -11.0689,-12.8124, -13.7326,  -9.1979, -10.4400, -13.1101,  -8.3599, -10.9004, -8.5649, -10.4354,  -7.1935,  -8.9658}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 2.8000e+01,  2.0000e+01, -6.0000e+00,  1.4103e+04}"	"{-1211.4088, -1797.7235, -1841.0845, -2069.0444, -2591.6064, -2242.9810,-2547.7690, -2651.4241, -1764.0806, -2255.5337, -2049.4053, -2383.1738,-2155.8230, -2069.0474, -2395.1433, -2569.9626, -1716.5208, -1957.3701,-2452.1812, -1567.4868, -2037.8669, -1600.6703, -1951.5433, -1345.0669,-1672.8516}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 2.7000e+01,  2.2000e+01, -4.0000e+00,  2.7069e+04}"	"{-2323.5015, -3448.0134, -3531.1821, -3968.4348, -4970.7051, -4302.0308,-4886.5732, -5085.3828, -3383.4871, -4326.1108, -3930.7466, -4570.8823,-4134.8433, -3968.4055, -4593.8584, -4929.1763, -3292.2434, -3754.2439,-4703.2529, -3006.4475, -3908.6074, -3070.0608, -3743.0374, -2579.8235,-3208.4834}"	"{20, 14, 0, 405, {{-9, -1}, {-8, 7}, {-7, -15}, {-6, 18}, {-5, -9}, {-4, -11}, {-3, 25}, {-2, -19}, {-1, -8}, {0, 46}, {1, -82}, {2, 106}, {3, -107}, {4, 86}, {5, -46}, {6, 3}, {7, 23}, {8, -27}, {9, 17}, {10, -6}, {11, 1}}, {{-7, 1}, {-6, -7}, {-5, 16}, {-4, -13}, {-3, -14}, {-2, 59}, {-1, -104}, {0, 125}, {1, -104}, {2, 59}, {3, -14}, {4, -13}, {5, 16}, {6, -7}, {7, 1}}}"
"{ 23.,  22.,  -8., 341.}"	"{-31.1614, -46.2928, -47.4046, -53.2439, -66.6988, -57.7356, -65.6268,-68.2964, -45.4257, -58.0563, -52.7637, -61.3863, -55.5120, -53.2847,-61.6792, -66.1615, -44.2265, -50.3699, -63.1434, -40.3371, -52.4760,-41.2246, -50.2530, -34.6352, -43.1051}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{  15.,   12.,   -6., 1119.}"	"{ -97.2859, -144.3999, -147.8799, -166.1722, -208.1453, -180.1512,-204.6600, -212.9842, -141.6976, -181.1598, -164.6100, -191.4367,-173.1638, -166.1974, -192.3886, -206.4197, -137.8931, -157.2035,-196.9677, -125.8906, -163.6896, -128.5760, -156.7556, -108.0403,-134.3866}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 1.6000e+01,  1.0000e+01, -2.0000e+00,  2.6550e+03}"	"{-228.8477, -339.6330, -347.8226, -390.8738, -489.5968, -423.7428,-481.3434, -500.9241, -333.2780, -426.1131, -387.1747, -450.2470,-407.2880, -390.8945, -452.5001, -485.5194, -324.3044, -369.7774,-463.2749, -296.1216, -385.0026, -302.4073, -368.6929, -254.1147,-316.0544}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 15.,  14.,  -2., 419.}"	"{-37.2994, -55.3867, -56.7188, -63.7190, -79.8174, -69.0886, -78.5080,-81.6992, -54.3510, -69.4738, -63.1316, -73.4354, -66.4189, -63.7494,-73.7947, -79.1672, -52.9023, -60.2802, -75.5469, -48.2723, -62.7856,-49.3196, -60.1252, -41.4393, -51.5580}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 2.0000e+01,  1.4000e+01, -2.0000e+00,  2.1150e+03}"	"{-182.8161, -271.3347, -277.8765, -312.2597, -391.1286, -338.5237,-384.5529, -400.1960, -266.2580, -340.4153, -309.3117, -359.7099,-325.3844, -312.2888, -361.5045, -387.8781, -259.0962, -295.4058,-370.1119, -236.5631, -307.5800, -241.5964, -294.5502, -203.0128,-252.5061}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 2.5000e+01,  1.8000e+01, -4.0000e+00,  1.6195e+05}"	"{-13891.2227, -20613.8965, -21111.1523, -23725.4414, -29717.5273,-25719.7461, -29214.1992, -30402.7949, -20228.1230, -25863.7461,-23499.9785, -27326.8574, -24720.1094, -23725.0312, -27464.3223,-29469.1074, -19682.4805, -22444.8965, -28118.3398, -17974.1680,-23367.5566, -18354.2793, -22377.7012, -15423.4531, -19181.7129}"	"{20, 14, 0, 405, {{-9, -1}, {-8, 7}, {-7, -15}, {-6, 18}, {-5, -9}, {-4, -11}, {-3, 25}, {-2, -19}, {-1, -8}, {0, 46}, {1, -82}, {2, 106}, {3, -107}, {4, 86}, {5, -46}, {6, 3}, {7, 23}, {8, -27}, {9, 17}, {10, -6}, {11, 1}}, {{-7, 1}, {-6, -7}, {-5, 16}, {-4, -13}, {-3, -14}, {-2, 59}, {-1, -104}, {0, 125}, {1, -104}, {2, 59}, {3, -14}, {4, -13}, {5, 16}, {6, -7}, {7, 1}}}"
"{13.,  8., -6., 27.}"	"{-3.5338, -5.2825, -5.4020, -6.0527, -7.5845, -6.5741, -7.4970, -7.7992,-5.1838, -6.6093, -6.0109, -7.0133, -6.3344, -6.0830, -7.0393, -7.5393,-5.0611, -5.7269, -7.2035, -4.5879, -5.9885, -4.7070, -5.7314, -3.9527,-4.9348}"	"{17, 12, 0, 129, {{-8, 2}, {-7, -4}, {-6, 6}, {-5, -5}, {-4, -3}, {-3, 12}, {-2, -19}, {-1, 19}, {0, -10}, {1, -3}, {2, 19}, {3, -32}, {4, 39}, {5, -36}, {6, 26}, {7, -14}, {8, 5}, {9, -1}}, {{-6, -1}, {-5, 3}, {-4, -3}, {-3, -3}, {-2, 16}, {-1, -32}, {0, 41}, {1, -32}, {2, 16}, {3, -3}, {4, -3}, {5, 3}, {6, -1}}}"
"{ 13.,   8.,   0., 629.}"	"{ -54.9875,  -81.6290,  -83.5947,  -93.9269, -117.6528, -101.8352,-115.6956, -120.3984,  -80.1025, -102.4035,  -93.0482, -108.2213, -97.8905,  -93.9506, -108.7555, -116.6845,  -77.9557,  -88.8582,-111.3441,  -71.1574,  -92.5338,  -72.6840,  -88.6127,  -61.0741, -75.9731}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{2.6000e+01, 1.4000e+01, 6.0000e+00, 1.2571e+04}"	"{-1079.7262, -1602.3177, -1640.9633, -1844.1387, -2309.8960, -1999.1759,-2270.8308, -2363.2139, -1572.3351, -2010.3605, -1826.6323, -2124.1287,-1921.4941, -1844.1462, -2134.7952, -2290.6130, -1529.9431, -1744.6030,-2185.6335, -1397.0964, -1816.3588, -1426.6819, -1739.4153, -1198.8605,-1491.0182}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 12.,  10.,   2., 139.}"	"{-12.9418, -19.2372, -19.6969, -22.1162, -27.7060, -23.9884, -27.2731,-28.3795, -18.8797, -24.1206, -21.9203, -25.5110, -23.0698, -22.1431,-25.6307, -27.4904, -18.3837, -20.9232, -26.2370, -16.7543, -21.8081,-17.1315, -20.8818, -14.3923, -17.9165}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 18.,   8.,   6., 307.}"	"{-27.5060, -40.8615, -41.8429, -46.9968, -58.8703, -50.9674, -57.9191,-60.2696, -40.1000, -51.2472, -46.5662, -54.1791, -49.0036, -47.0290,-54.4378, -58.3995, -39.0349, -44.4610, -55.7341, -35.6010, -46.3205,-36.3853, -44.3558, -30.5705, -38.0417}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 18.,  12.,   0., 485.}"	"{-42.9287, -63.7464, -65.2799, -73.3374, -91.8644, -79.5186, -90.3549,-94.0273, -62.5551, -79.9606, -72.6586, -84.5182, -76.4450, -73.3697,-84.9302, -91.1158, -60.8862, -69.3795, -86.9503, -55.5579, -72.2620,-56.7624, -69.1996, -47.6936, -59.3383}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 15.,   8.,  -6., 103.}"	"{ -9.9558, -14.8037, -15.1587, -17.0173, -21.3200, -18.4585, -20.9951,-21.8474, -14.5277, -18.5617, -16.8709, -19.6381, -17.7556, -17.0424,-19.7249, -21.1540, -14.1519, -16.0998, -20.1955, -12.8930, -16.7824,-13.1854, -16.0710, -11.0770, -13.7938}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 26.,  16.,  -4., 237.}"	"{-22.1218, -32.8830, -33.6715, -37.8082, -47.3641, -41.0067, -46.6212,-48.5155, -32.2690, -41.2316, -37.4720, -43.6103, -39.4353, -37.8496,-43.8108, -46.9899, -31.4243, -35.7679, -44.8544, -28.6415, -37.2753,-29.2849, -35.6960, -24.6024, -30.6277}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{11.,  8.,  0., 13.}"	"{-2.5306, -3.8058, -3.8834, -4.3349, -5.4392, -4.7239, -5.4008, -5.6150,-3.7342, -4.7455, -4.3191, -5.0552, -4.5571, -4.3791, -5.0671, -5.4225,-3.6499, -4.1047, -5.1840, -3.2935, -4.3138, -3.3899, -4.1251, -2.8456,-3.5638}"	"{17, 12, 0, 129, {{-8, 2}, {-7, -4}, {-6, 6}, {-5, -5}, {-4, -3}, {-3, 12}, {-2, -19}, {-1, 19}, {0, -10}, {1, -3}, {2, 19}, {3, -32}, {4, 39}, {5, -36}, {6, 26}, {7, -14}, {8, 5}, {9, -1}}, {{-6, -1}, {-5, 3}, {-4, -3}, {-3, -3}, {-2, 16}, {-1, -32}, {0, 41}, {1, -32}, {2, 16}, {3, -3}, {4, -3}, {5, 3}, {6, -1}}}"
"{ 18.,  14.,  -6., 423.}"	"{-37.6982, -55.9793, -57.3269, -64.4023, -80.6732, -69.8282, -79.3505,-82.5773, -54.9318, -70.2179, -63.8088, -74.2238, -67.1307, -64.4321,-74.5843, -80.0138, -53.4697, -60.9261, -76.3580, -48.7899, -63.4568,-49.8482, -60.7695, -41.8835, -52.1116}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 17.,  16.,   8., 845.}"	"{ -73.8536, -109.6430, -112.2806, -126.1551, -158.0220, -136.7797,-155.3958, -161.7131, -107.5937, -137.5397, -124.9758, -145.3576,-131.4815, -126.1913, -146.0780, -156.7255, -104.7087, -119.3465,-149.5498,  -95.5714, -124.2895,  -97.6269, -119.0208,  -82.0319,-102.0453}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{ 1.6000e+01,  1.2000e+01, -2.0000e+00,  2.8630e+03}"	"{-246.8247, -366.3126, -375.1451, -421.5784, -528.0561, -457.0288,-519.1547, -540.2736, -359.4586, -459.5854, -417.5889, -485.6150,-439.2808, -421.6010, -488.0457, -523.6589, -349.7795, -398.8243,-499.6658, -319.3826, -415.2460, -326.1626, -397.6550, -274.0760,-340.8816}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{  17.,   12.,    6., 2051.}"	"{-177.1759, -262.9647, -269.3020, -302.6239, -379.0586, -328.0805,-372.6853, -387.8427, -258.0463, -329.9128, -299.7652, -348.6093,-315.3460, -302.6530, -350.3509, -375.9120, -251.1019, -286.2905,-358.6909, -229.2620, -298.0923, -234.1424, -285.4622, -196.7488,-244.7142}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{  18.,   10.,   -2., 1395.}"	"{-120.8391, -179.3561, -183.6799, -206.4033, -258.5365, -223.7675,-254.1985, -264.5374, -176.0009, -225.0170, -204.4571, -237.7774,-215.0852, -206.4281, -238.9595, -256.3906, -171.2712, -195.2632,-244.6506, -156.3675, -203.3150, -159.7001, -194.7022, -134.1945,-166.9145}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{2.5000e+01, 1.6000e+01, 2.0000e+00, 9.8590e+03}"	"{ -847.1466, -1257.1779, -1287.4985, -1446.9042, -1812.3376, -1568.5477,-1781.6981, -1854.1832, -1233.6532, -1577.3236, -1433.1744, -1666.5950,-1507.6031, -1446.9186, -1674.9611, -1797.2112, -1200.3981, -1368.8092,-1714.8477, -1096.1571, -1425.1149, -1119.3757, -1364.7450,  -940.6260,-1169.8585}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
"{15., 12.,  4., 65.}"	"{ -6.8424, -10.1955, -10.4332, -11.7002, -14.6617, -12.7014, -14.4594,-15.0429, -10.0069, -12.7688, -11.6074, -13.5249, -12.2270, -11.7360,-13.5846, -14.5605,  -9.7527, -11.0701, -13.9021,  -8.8643, -11.5579, -9.0815, -11.0652,  -7.6275,  -9.5066}"	"{18, 10, 0, 249, {{-10, 2}, {-9, -4}, {-8, 5}, {-7, -2}, {-6, -5}, {-5, 7}, {-4, -1}, {-3, -13}, {-2, 30}, {-1, -45}, {0, 54}, {1, -52}, {2, 42}, {3, -24}, {4, 6}, {5, 5}, {6, -7}, {7, 4}, {8, -1}}, {{-5, -2}, {-4, 8}, {-3, -18}, {-2, 30}, {-1, -42}, {0, 49}, {1, -42}, {2, 30}, {3, -18}, {4, 8}, {5, -2}}}"
